candidate_id,smiles,provenance,canonical_smiles,contract_valid,rejection_reasons,ad_max_morgan_tanimoto,ad_status,morphology_family,molecular_weight,ring_count,sp3_fraction,heteroatom_count
rnn-1101-08001,[N-]=[N+]=Nc1ccccc1C1OCCNC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CNCCO1,true,,0.476190,in_domain,flexible_sp3_rich,204.233,2,0.4000,5
rnn-1101-08438,[N-]=[N+]=Nc1ccccc1CCCS(=O)(=O)c1c(C)cc(C)cc1C,smiles-rnn-promptsmiles,Cc1cc(C)c(S(=O)(=O)CCCc2ccccc2N=[N+]=[N-])c(C)c1,true,,0.533333,in_domain,heteroatom_rich,343.452,2,0.2917,6
rnn-1101-08511,[N-]=[N+]=Nc1ccccc1CC[N+](C)(C)C,smiles-rnn-promptsmiles,C[N+](C)(C)CCc1ccccc1N=[N+]=[N-],true,,0.666667,in_domain,flexible_sp3_rich,205.285,1,0.4000,4
rnn-1101-08709,[N-]=[N+]=Nc1ccccc1C1CC1CN,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CC1CN,true,,0.512821,in_domain,flexible_sp3_rich,188.234,2,0.3571,4
rnn-1101-08774,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc2nc(CO)sc2c1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc2nc(CO)sc2c1,true,,0.450000,in_domain,fused_or_polycyclic,353.407,3,0.1600,8
rnn-1101-09015,[N-]=[N+]=Nc1ccccc1C1(O)CCCCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1(O)CCCCC1,true,,0.555556,in_domain,flexible_sp3_rich,217.272,2,0.4375,4
rnn-1101-09041,[N-]=[N+]=Nc1ccccc1CCC(=O)NS(O)(=O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NS(=O)(=O)O,true,,0.613636,in_domain,heteroatom_rich,270.270,1,0.2222,9
rnn-1101-09195,[N-]=[N+]=Nc1ccccc1CCNS(N)(=O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCNS(N)(=O)=O,true,,0.538462,in_domain,heteroatom_rich,241.276,1,0.3125,8
rnn-1101-09230,[N-]=[N+]=Nc1ccccc1C1OC(CN(CC)CC)C(O)C1O,smiles-rnn-promptsmiles,CCN(CC)CC1OC(c2ccccc2N=[N+]=[N-])C(O)C1O,true,,0.387755,in_domain,flexible_sp3_rich,306.366,2,0.5909,7
rnn-1101-09301,[N-]=[N+]=Nc1ccccc1CCN(C)Cc1ccc(CC)cc1,smiles-rnn-promptsmiles,CCc1ccc(CN(C)CCc2ccccc2N=[N+]=[N-])cc1,true,,0.565217,in_domain,diaryl_or_bicyclic,294.402,2,0.3182,4
rnn-1101-09358,[N-]=[N+]=Nc1ccccc1C(CC)n1ccnn1,smiles-rnn-promptsmiles,CCC(c1ccccc1N=[N+]=[N-])n1ccnn1,true,,0.382979,in_domain,heteroatom_rich,228.259,2,0.1765,6
rnn-1101-09375,[N-]=[N+]=Nc1ccccc1CCC(Nc1sc2cc(CN3CCN(C)CC3)ccc2n1)=O,smiles-rnn-promptsmiles,CN1CCN(Cc2ccc3nc(NC(=O)CCc4ccccc4N=[N+]=[N-])sc3c2)CC1,true,,0.426471,in_domain,fused_or_polycyclic,435.557,4,0.3226,9
rnn-1101-09458,[N-]=[N+]=Nc1ccccc1CCc1ccccn1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1ccccn1,true,,1.000000,in_domain,diaryl_or_bicyclic,224.267,2,0.1176,4
rnn-1101-09501,[N-]=[N+]=Nc1ccccc1CCC(Nc1cc(Br)ccc1OC)=O,smiles-rnn-promptsmiles,COc1ccc(Br)cc1NC(=O)CCc1ccccc1N=[N+]=[N-],true,,0.566038,in_domain,heteroatom_rich,375.226,2,0.1739,7
rnn-1101-09523,[N-]=[N+]=Nc1ccccc1C(CN(C)C)C,smiles-rnn-promptsmiles,CC(CN(C)C)c1ccccc1N=[N+]=[N-],true,,0.476190,in_domain,flexible_sp3_rich,204.277,1,0.4000,4
rnn-1101-09632,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2c3ccccc3sn2)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2nsc3ccccc23)CC1,true,,0.472727,in_domain,fused_or_polycyclic,364.478,4,0.2692,7
rnn-1101-09725,[N-]=[N+]=Nc1ccccc1CCC(Nc1cc(Cl)c(Cl)cc1)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(Cl)c(Cl)c1,true,,0.540000,in_domain,heteroatom_rich,335.194,2,0.1818,7
rnn-1101-09989,[N-]=[N+]=Nc1ccccc1C1CSC(N)=N1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CSC(N)=N1,true,,0.476190,in_domain,heteroatom_rich,219.273,2,0.2000,6
rnn-1101-10039,[N-]=[N+]=Nc1ccccc1CCCC(N1CCN(c2c(F)cccc2)CC1)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCC(=O)N1CCN(c2ccccc2F)CC1,true,,0.438596,in_domain,fused_or_polycyclic,367.428,3,0.2963,7
rnn-1101-10073,[N-]=[N+]=Nc1ccccc1CCN(CC)CC,smiles-rnn-promptsmiles,CCN(CC)CCc1ccccc1N=[N+]=[N-],true,,0.676471,in_domain,flexible_sp3_rich,218.304,1,0.4375,4
rnn-2202-00162,[N-]=[N+]=Nc1ccccc1CCNC(=S)Nc1nc(CO)c2c(ccs2)n1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCNC(=S)Nc1nc(CO)c2sccc2n1,true,,0.390625,in_domain,fused_or_polycyclic,385.478,3,0.1538,10
rnn-2202-00324,[N-]=[N+]=Nc1ccccc1CCNS(c1ccc([N+](=O)[O-])cc1)(=O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,true,,0.437500,in_domain,heteroatom_rich,347.356,2,0.1667,10
rnn-2202-00444,[N-]=[N+]=Nc1ccccc1CC1CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CC1CC1,true,,0.705882,in_domain,diaryl_or_bicyclic,173.219,2,0.3077,3
rnn-2202-00447,[N-]=[N+]=Nc1ccccc1CCC(=O)OC,smiles-rnn-promptsmiles,COC(=O)CCc1ccccc1N=[N+]=[N-],true,,1.000000,in_domain,heteroatom_rich,205.217,1,0.2000,5
rnn-2202-00521,[N-]=[N+]=Nc1ccccc1CCC(NN1CCOCC1)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NN1CCOCC1,true,,0.551020,in_domain,flexible_sp3_rich,275.312,2,0.4000,7
rnn-2202-00624,[N-]=[N+]=Nc1ccccc1C1(O)CC(C)(C)NC(C)(C)C1,smiles-rnn-promptsmiles,CC1(C)CC(O)(c2ccccc2N=[N+]=[N-])CC(C)(C)N1,true,,0.423077,in_domain,flexible_sp3_rich,274.368,2,0.5500,5
rnn-2202-00658,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ncc(Cl)cc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(Cl)cn1,true,,0.519231,in_domain,heteroatom_rich,301.737,2,0.1429,7
rnn-2202-00678,[N-]=[N+]=Nc1ccccc1CCC(=O)NC1C2CC3CC1CC(C3)C2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NC1C2CC3CC(C2)CC1C3,true,,0.540000,in_domain,fused_or_polycyclic,324.428,5,0.5000,5
rnn-2202-01139,[N-]=[N+]=Nc1ccccc1C1C2CN(C)C(C2)CO1,smiles-rnn-promptsmiles,CN1CC2CC1COC2c1ccccc1N=[N+]=[N-],true,,0.425532,in_domain,fused_or_polycyclic,244.298,3,0.5000,5
rnn-2202-01263,[N-]=[N+]=Nc1ccccc1CCc1ccncc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1ccncc1,true,,0.757576,in_domain,diaryl_or_bicyclic,224.267,2,0.1176,4
rnn-2202-01428,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1cc(C)on1,smiles-rnn-promptsmiles,Cc1cc(NC(=O)CCc2ccccc2N=[N+]=[N-])no1,true,,0.549020,in_domain,heteroatom_rich,271.280,2,0.1500,7
rnn-2202-01479,[N-]=[N+]=Nc1ccccc1Nc1c2c(ccc1Cl)CCC2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1Nc1c(Cl)ccc2c1CCC2,true,,0.360000,in_domain,fused_or_polycyclic,284.750,3,0.2000,5
rnn-2202-01577,[N-]=[N+]=Nc1ccccc1CCO,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCO,true,,0.700000,in_domain,simple_aryl_tether,163.180,1,0.2500,4
rnn-2202-01702,[N-]=[N+]=Nc1ccccc1C(C)(CC)N,smiles-rnn-promptsmiles,CCC(C)(N)c1ccccc1N=[N+]=[N-],true,,0.473684,in_domain,flexible_sp3_rich,190.250,1,0.3571,4
rnn-2202-01713,[N-]=[N+]=Nc1ccccc1C(C(=O)OC)CC(C)C,smiles-rnn-promptsmiles,COC(=O)C(CC(C)C)c1ccccc1N=[N+]=[N-],true,,0.469388,in_domain,heteroatom_rich,247.298,1,0.3333,5
rnn-2202-01818,[N-]=[N+]=Nc1ccccc1CCCC(=O)NCC#N,smiles-rnn-promptsmiles,N#CCNC(=O)CCCc1ccccc1N=[N+]=[N-],true,,0.562500,in_domain,heteroatom_rich,243.270,1,0.2222,6
rnn-2202-01915,[N-]=[N+]=Nc1ccccc1C1OCC(C(F)F)=C(C(C)=O)C1,smiles-rnn-promptsmiles,CC(=O)C1=C(C(F)F)COC(c2ccccc2N=[N+]=[N-])C1,true,,0.377358,in_domain,flexible_sp3_rich,293.273,2,0.3810,7
rnn-2202-01972,[N-]=[N+]=Nc1ccccc1CCCS(=O)(O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCS(=O)(=O)O,true,,0.605263,in_domain,heteroatom_rich,241.272,1,0.3125,7
rnn-2202-02133,[N-]=[N+]=Nc1ccccc1C(C)(C)N(C)C,smiles-rnn-promptsmiles,CN(C)C(C)(C)c1ccccc1N=[N+]=[N-],true,,0.421053,in_domain,flexible_sp3_rich,204.277,1,0.4000,4
rnn-2202-02299,[N-]=[N+]=Nc1ccccc1CCCSC,smiles-rnn-promptsmiles,CSCCCc1ccccc1N=[N+]=[N-],true,,0.685714,in_domain,flexible_sp3_rich,207.302,1,0.3571,4
rnn-2202-02347,[N-]=[N+]=Nc1ccccc1CCCc1c[nH]cn1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCc1c[nH]cn1,true,,0.547619,in_domain,heteroatom_rich,227.271,2,0.1765,5
rnn-2202-02349,[N-]=[N+]=Nc1ccccc1C1OC(=O)CC(c2ccccc2)C1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CC(c2ccccc2)CC(=O)O1,true,,0.456522,in_domain,fused_or_polycyclic,293.326,3,0.1818,5
rnn-2202-02362,[N-]=[N+]=Nc1ccccc1CCN,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN,true,,0.677419,in_domain,simple_aryl_tether,162.196,1,0.2500,4
rnn-2202-02391,[N-]=[N+]=Nc1ccccc1N1CCN(c2c3c(ccn2)OCC3)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1N1CCN(c2nccc3c2CCO3)CC1,true,,0.370968,in_domain,fused_or_polycyclic,322.372,4,0.2500,7
rnn-2202-02399,[N-]=[N+]=Nc1ccccc1C(C)(C)Br,smiles-rnn-promptsmiles,CC(C)(Br)c1ccccc1N=[N+]=[N-],true,,0.457143,in_domain,simple_aryl_tether,240.104,1,0.3077,4
rnn-2202-02426,[N-]=[N+]=Nc1ccccc1CCC(N(O)C)=O,smiles-rnn-promptsmiles,CN(O)C(=O)CCc1ccccc1N=[N+]=[N-],true,,0.815789,in_domain,heteroatom_rich,220.232,1,0.2500,6
rnn-2202-02528,[N-]=[N+]=Nc1ccccc1C(C)C=NOCC,smiles-rnn-promptsmiles,CCON=CC(C)c1ccccc1N=[N+]=[N-],true,,0.409091,in_domain,heteroatom_rich,218.260,1,0.2500,5
rnn-2202-02549,[N-]=[N+]=Nc1ccccc1CCC(=O)NCC,smiles-rnn-promptsmiles,CCNC(=O)CCc1ccccc1N=[N+]=[N-],true,,0.666667,in_domain,heteroatom_rich,218.260,1,0.2500,5
rnn-2202-02722,[N-]=[N+]=Nc1ccccc1CC(C(O)=O)N,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CC(N)C(=O)O,true,,0.560976,in_domain,heteroatom_rich,206.205,1,0.2000,6
rnn-2202-02800,[N-]=[N+]=Nc1ccccc1CCC1CCCCN1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC1CCCCN1,true,,0.666667,in_domain,flexible_sp3_rich,230.315,2,0.4706,4
rnn-2202-02802,[N-]=[N+]=Nc1ccccc1C(C)Oc1cc(C)cc(C)c1,smiles-rnn-promptsmiles,Cc1cc(C)cc(OC(C)c2ccccc2N=[N+]=[N-])c1,true,,0.380000,in_domain,diaryl_or_bicyclic,267.332,2,0.2000,4
rnn-2202-02860,[N-]=[N+]=Nc1ccccc1C(C)(C)NC(=O)C,smiles-rnn-promptsmiles,CC(=O)NC(C)(C)c1ccccc1N=[N+]=[N-],true,,0.425532,in_domain,heteroatom_rich,218.260,1,0.2500,5
rnn-2202-03086,[N-]=[N+]=Nc1ccccc1CCC(Nc1ccc(Br)cc1)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(Br)cc1,true,,0.574468,in_domain,heteroatom_rich,345.200,2,0.1429,6
rnn-2202-03164,[N-]=[N+]=Nc1ccccc1CC(C)C(O)=O,smiles-rnn-promptsmiles,CC(Cc1ccccc1N=[N+]=[N-])C(=O)O,true,,0.641026,in_domain,heteroatom_rich,205.217,1,0.2000,5
rnn-2202-03232,[N-]=[N+]=Nc1ccccc1C(Nc1ccccc1CCO)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C(=O)Nc1ccccc1CCO,true,,0.489796,in_domain,heteroatom_rich,282.303,2,0.1429,6
rnn-2202-03527,[N-]=[N+]=Nc1ccccc1C(C)(c1ccc(C)cc1)S,smiles-rnn-promptsmiles,Cc1ccc(C(C)(S)c2ccccc2N=[N+]=[N-])cc1,true,,0.454545,in_domain,diaryl_or_bicyclic,269.373,2,0.2105,4
rnn-2202-03787,[N-]=[N+]=Nc1ccccc1C1CCCN1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCCN1,true,,0.594595,in_domain,flexible_sp3_rich,188.234,2,0.3571,4
rnn-2202-03906,[N-]=[N+]=Nc1ccccc1C1N(C2=CC(=O)OC2)CCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCCN1C1=CC(=O)OC1,true,,0.440000,in_domain,fused_or_polycyclic,270.292,3,0.2500,6
rnn-2202-03943,[N-]=[N+]=Nc1ccccc1CCC(=O)c1ccncc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)c1ccncc1,true,,0.577778,in_domain,heteroatom_rich,252.277,2,0.1053,5
rnn-2202-04006,[N-]=[N+]=Nc1ccccc1C(CN)O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C(O)CN,true,,0.421053,in_domain,heteroatom_rich,178.195,1,0.3077,5
rnn-2202-04153,[N-]=[N+]=Nc1ccccc1C(C)(C)OCCO,smiles-rnn-promptsmiles,CC(C)(OCCO)c1ccccc1N=[N+]=[N-],true,,0.404762,in_domain,flexible_sp3_rich,221.260,1,0.4375,5
rnn-2202-04208,[N-]=[N+]=Nc1ccccc1CCC(=O)N1CCCCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)N1CCCCC1,true,,0.565217,in_domain,flexible_sp3_rich,258.325,2,0.3684,5
rnn-2202-04244,[N-]=[N+]=Nc1ccccc1CCC(C)C,smiles-rnn-promptsmiles,CC(C)CCc1ccccc1N=[N+]=[N-],true,,0.722222,in_domain,flexible_sp3_rich,189.262,1,0.3571,3
rnn-2202-04372,[N-]=[N+]=Nc1ccccc1CCOC(c1ccccc1Cl)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCOC(=O)c1ccccc1Cl,true,,0.595238,in_domain,heteroatom_rich,301.733,2,0.1429,6
rnn-2202-04385,[N-]=[N+]=Nc1ccccc1CCc1c2c(cccc2)[nH]c1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1c[nH]c2ccccc12,true,,0.564103,in_domain,fused_or_polycyclic,262.316,3,0.1000,4
rnn-2202-04424,[N-]=[N+]=Nc1ccccc1C(CC(C)C)N,smiles-rnn-promptsmiles,CC(C)CC(N)c1ccccc1N=[N+]=[N-],true,,0.441860,in_domain,flexible_sp3_rich,204.277,1,0.4000,4
rnn-2202-04472,[N-]=[N+]=Nc1ccccc1C(C)O,smiles-rnn-promptsmiles,CC(O)c1ccccc1N=[N+]=[N-],true,,0.461538,in_domain,simple_aryl_tether,163.180,1,0.2500,4
rnn-2202-04497,[N-]=[N+]=Nc1ccccc1C1CCCC2C1C2=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCCC2C(=O)C21,true,,0.605263,in_domain,fused_or_polycyclic,227.267,3,0.3529,4
rnn-2202-04510,[N-]=[N+]=Nc1ccccc1CCc1nc(-c2ccccc2)no1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1nc(-c2ccccc2)no1,true,,0.568182,in_domain,fused_or_polycyclic,291.314,3,0.0909,6
rnn-2202-04530,[N-]=[N+]=Nc1ccccc1C(C)c1ccc(OC)cc1,smiles-rnn-promptsmiles,COc1ccc(C(C)c2ccccc2N=[N+]=[N-])cc1,true,,0.511111,in_domain,diaryl_or_bicyclic,253.305,2,0.1579,4
rnn-2202-04556,[N-]=[N+]=Nc1ccccc1CCN1CCC(NC(=O)c2cc(Cl)cc(Cl)c2)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCC(NC(=O)c2cc(Cl)cc(Cl)c2)CC1,true,,0.413793,in_domain,fused_or_polycyclic,418.328,3,0.3571,8
rnn-2202-04617,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2cc(Cl)ccc2)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2cccc(Cl)c2)CC1,true,,0.470588,in_domain,fused_or_polycyclic,341.846,3,0.3333,6
rnn-2202-04674,[N-]=[N+]=Nc1ccccc1C(C)n1cc(-c2ccccc2)nn1,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])n1cc(-c2ccccc2)nn1,true,,0.365385,in_domain,fused_or_polycyclic,290.330,3,0.0909,6
rnn-2202-04762,[N-]=[N+]=Nc1ccccc1C1ON=C(C)C1,smiles-rnn-promptsmiles,CC1=NOC(c2ccccc2N=[N+]=[N-])C1,true,,0.476190,in_domain,heteroatom_rich,202.217,2,0.2000,5
rnn-2202-04776,[N-]=[N+]=Nc1ccccc1CCC(Nc1ccc(OCC)cc1)=O,smiles-rnn-promptsmiles,CCOc1ccc(NC(=O)CCc2ccccc2N=[N+]=[N-])cc1,true,,0.588235,in_domain,heteroatom_rich,310.357,2,0.1739,6
rnn-2202-04827,[N-]=[N+]=Nc1ccccc1CC1CCC(C)CC1,smiles-rnn-promptsmiles,CC1CCC(Cc2ccccc2N=[N+]=[N-])CC1,true,,0.615385,in_domain,flexible_sp3_rich,229.327,2,0.4706,3
rnn-2202-04935,[N-]=[N+]=Nc1ccccc1C1N(C(=O)Cc2c(C)onc2C)CCC1,smiles-rnn-promptsmiles,Cc1noc(C)c1CC(=O)N1CCCC1c1ccccc1N=[N+]=[N-],true,,0.372881,in_domain,fused_or_polycyclic,325.372,3,0.2917,7
rnn-2202-04975,[N-]=[N+]=Nc1ccccc1C(CN1CCC(CC)CC1)c1ccccc1,smiles-rnn-promptsmiles,CCC1CCN(CC(c2ccccc2)c2ccccc2N=[N+]=[N-])CC1,true,,0.396226,in_domain,fused_or_polycyclic,334.467,3,0.4000,4
rnn-2202-05067,[N-]=[N+]=Nc1ccccc1CCCCN1CCOCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCCN1CCOCC1,true,,0.558140,in_domain,flexible_sp3_rich,260.341,2,0.5263,5
rnn-2202-05114,[N-]=[N+]=Nc1ccccc1C(C)c1sccc1,smiles-rnn-promptsmiles,CC(c1cccs1)c1ccccc1N=[N+]=[N-],true,,0.444444,in_domain,diaryl_or_bicyclic,229.308,2,0.1250,4
rnn-2202-05222,[N-]=[N+]=Nc1ccccc1C1CCS(=O)(=O)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCS(=O)(=O)CC1,true,,0.685714,in_domain,flexible_sp3_rich,251.311,2,0.3529,6
rnn-2202-05310,[N-]=[N+]=Nc1ccccc1C1OC(=O)C(C(c2ccc3c(c2)cccc3)=O)C1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CC(C(=O)c2ccc3ccccc3c2)C(=O)O1,true,,0.370370,in_domain,fused_or_polycyclic,357.369,4,0.1111,6
rnn-2202-05504,[N-]=[N+]=Nc1ccccc1CC(C(=O)N1C(C(O)=O)CCC1)NC(=O)C,smiles-rnn-promptsmiles,CC(=O)NC(Cc1ccccc1N=[N+]=[N-])C(=O)N1CCCC1C(=O)O,true,,0.400000,in_domain,heteroatom_rich,345.359,2,0.2800,9
rnn-2202-05713,[N-]=[N+]=Nc1ccccc1CCC(=O)NCc1ccco1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NCc1ccco1,true,,0.630435,in_domain,heteroatom_rich,270.292,2,0.1500,6
rnn-2202-05778,[N-]=[N+]=Nc1ccccc1CCc1c2c(cccc2)n(C)c1,smiles-rnn-promptsmiles,Cn1cc(CCc2ccccc2N=[N+]=[N-])c2ccccc21,true,,0.560976,in_domain,fused_or_polycyclic,276.343,3,0.1429,4
rnn-2202-05914,[N-]=[N+]=Nc1ccccc1C1OC(COC(=S)C)C(O)C(O)C1O,smiles-rnn-promptsmiles,CC(=S)OCC1OC(c2ccccc2N=[N+]=[N-])C(O)C(O)C1O,true,,0.365385,in_domain,flexible_sp3_rich,339.373,2,0.4783,9
rnn-2202-06052,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccccc1Cl,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccccc1Cl,true,,0.581395,in_domain,heteroatom_rich,300.749,2,0.1429,6
rnn-2202-06166,[N-]=[N+]=Nc1ccccc1CCCS(C)(=O)=O,smiles-rnn-promptsmiles,CS(=O)(=O)CCCc1ccccc1N=[N+]=[N-],true,,0.648649,in_domain,heteroatom_rich,239.300,1,0.3125,6
rnn-2202-06442,[N-]=[N+]=Nc1ccccc1CCc1ccccc1[N+](=O)[O-],smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1ccccc1[N+](=O)[O-],true,,0.594595,in_domain,heteroatom_rich,268.276,2,0.1000,6
rnn-2202-06558,[N-]=[N+]=Nc1ccccc1C(OC(C(NCC)=O)=O)C,smiles-rnn-promptsmiles,CCNC(=O)C(=O)OC(C)c1ccccc1N=[N+]=[N-],true,,0.415094,in_domain,heteroatom_rich,262.269,1,0.2105,7
rnn-2202-06674,[N-]=[N+]=Nc1ccccc1C(C)(C)N1CCN(CCc2ccccc2)CC1,smiles-rnn-promptsmiles,CC(C)(c1ccccc1N=[N+]=[N-])N1CCN(CCc2ccccc2)CC1,true,,0.437500,in_domain,fused_or_polycyclic,349.482,3,0.4231,5
rnn-2202-06932,[N-]=[N+]=Nc1ccccc1CCC(=O)NCC(NO)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NCC(=O)NO,true,,0.600000,in_domain,heteroatom_rich,263.257,1,0.2105,8
rnn-2202-06943,[N-]=[N+]=Nc1ccccc1C1CCN(C(c2sccc2)=O)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCN(C(=O)c2cccs2)CC1,true,,0.510638,in_domain,fused_or_polycyclic,312.398,3,0.2273,6
rnn-2202-06946,[N-]=[N+]=Nc1ccccc1C(C)(C)N(OC)C,smiles-rnn-promptsmiles,CON(C)C(C)(C)c1ccccc1N=[N+]=[N-],true,,0.380952,in_domain,flexible_sp3_rich,220.276,1,0.4375,5
rnn-2202-06985,[N-]=[N+]=Nc1ccccc1CCC(Nc1cc(O)ccc1C)=O,smiles-rnn-promptsmiles,Cc1ccc(O)cc1NC(=O)CCc1ccccc1N=[N+]=[N-],true,,0.549020,in_domain,heteroatom_rich,296.330,2,0.1364,6
rnn-2202-07025,[N-]=[N+]=Nc1ccccc1C(C)CC,smiles-rnn-promptsmiles,CCC(C)c1ccccc1N=[N+]=[N-],true,,0.512821,in_domain,simple_aryl_tether,175.235,1,0.3077,3
rnn-2202-07068,[N-]=[N+]=Nc1ccccc1CC[N+](C)(C)[O-],smiles-rnn-promptsmiles,C[N+](C)([O-])CCc1ccccc1N=[N+]=[N-],true,,0.628571,in_domain,flexible_sp3_rich,206.249,1,0.4000,5
rnn-2202-07071,[N-]=[N+]=Nc1ccccc1C(C)N(CC)CC,smiles-rnn-promptsmiles,CCN(CC)C(C)c1ccccc1N=[N+]=[N-],true,,0.461538,in_domain,flexible_sp3_rich,218.304,1,0.4375,4
rnn-2202-07211,[N-]=[N+]=Nc1ccccc1C1CCC=C(C)C1,smiles-rnn-promptsmiles,CC1=CCCC(c2ccccc2N=[N+]=[N-])C1,true,,0.589744,in_domain,diaryl_or_bicyclic,213.284,2,0.3125,3
rnn-2202-07318,[N-]=[N+]=Nc1ccccc1CCc1nc[nH]c1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1c[nH]cn1,true,,0.634146,in_domain,heteroatom_rich,213.244,2,0.1250,5
rnn-2202-07404,[N-]=[N+]=Nc1ccccc1C(C)N(Cc1sccc1)C,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])N(C)Cc1cccs1,true,,0.531915,in_domain,heteroatom_rich,272.377,2,0.2632,5
rnn-2202-07614,[N-]=[N+]=Nc1ccccc1C1OCCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCCO1,true,,0.594595,in_domain,flexible_sp3_rich,189.218,2,0.3571,4
rnn-2202-07824,[N-]=[N+]=Nc1ccccc1CCc1nc2n(c1)cccc2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1cn2ccccc2n1,true,,0.555556,in_domain,fused_or_polycyclic,263.304,3,0.1000,5
rnn-2202-08227,[N-]=[N+]=Nc1ccccc1CCn1c(=O)n(-c2ccccc2Cl)nn1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCn1nnn(-c2ccccc2Cl)c1=O,true,,0.520833,in_domain,fused_or_polycyclic,341.762,3,0.1250,9
