candidate_id,smiles,provenance,canonical_smiles,contract_valid,rejection_reasons
enum-014156,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(CF)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CF)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014157,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(CCl)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CCl)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014158,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(CBr)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CBr)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014159,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(COC)c2,deterministic-enumeration,COCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,false,duplicate_canonical
enum-014160,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(CCO)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CCO)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014161,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)C)c2,deterministic-enumeration,CC(C)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,false,duplicate_canonical
enum-014162,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)(C)C)c2,deterministic-enumeration,CC(C)(C)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,false,duplicate_canonical
enum-014163,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C1CCCC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(-c3ccsc3)cc(C3CCCC3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014164,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(c1ccncc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(-c3ccncc3)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014165,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(c1ccoc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(-c3ccoc3)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014166,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(c1ccsc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(-c3ccsc3)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,true,
enum-014167,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(=O)N)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,true,
enum-014168,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)O)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,
enum-014169,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)F)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,
enum-014170,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)Cl)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,
enum-014171,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)Br)c2,deterministic-enumeration,CC(Br)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,
enum-014172,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C(C)C#N)c2,deterministic-enumeration,CC(C#N)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,
enum-014173,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(c1ccsc1)cc(C1CCOCC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(-c3ccsc3)cc(C3CCOCC3)c2)c(N=[N+]=[N-])c1,true,
enum-014174,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014175,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014176,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014177,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CO)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CO)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014178,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(OC)c2,deterministic-enumeration,COc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014179,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(F)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(F)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014180,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(Cl)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(Cl)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014181,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(Br)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(Br)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014182,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(F)(F)F)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C(F)(F)F)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014183,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C#N)c2,deterministic-enumeration,N#Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014184,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(=O)C)c2,deterministic-enumeration,CC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014185,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(=O)OC)c2,deterministic-enumeration,COC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014186,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccccc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccccc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014187,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccc(F)cc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccc(F)cc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014188,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccc(Cl)cc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014189,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccccc1C)c2,deterministic-enumeration,Cc1ccccc1-c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014190,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C1CCCCC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C3CCCCC3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014191,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C1CC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C3CC3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014192,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C=C)c2,deterministic-enumeration,C=Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014193,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C#C)c2,deterministic-enumeration,C#Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014194,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CF)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CF)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014195,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CCl)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CCl)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014196,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CBr)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CBr)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014197,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(COC)c2,deterministic-enumeration,COCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014198,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(CCO)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(CCO)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014199,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)C)c2,deterministic-enumeration,CC(C)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014200,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)(C)C)c2,deterministic-enumeration,CC(C)(C)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014201,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C1CCCC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C3CCCC3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014202,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccncc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccncc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014203,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccoc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccoc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014204,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(c1ccsc1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(-c3ccsc3)c2)c(N=[N+]=[N-])c1,false,duplicate_canonical
enum-014205,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(=O)N)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C(N)=O)c2)c(N=[N+]=[N-])c1,true,
enum-014206,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)O)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,
enum-014207,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)F)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,
enum-014208,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)Cl)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,
enum-014209,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)Br)c2,deterministic-enumeration,CC(Br)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,
enum-014210,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C(C)C#N)c2,deterministic-enumeration,CC(C#N)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,
enum-014211,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(=O)N)cc(C1CCOCC1)c2,deterministic-enumeration,N#Cc1ccc(CCc2cc(C(N)=O)cc(C3CCOCC3)c2)c(N=[N+]=[N-])c1,true,
enum-014212,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014213,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014214,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014215,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CO)c2,deterministic-enumeration,CC(O)c1cc(CO)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014216,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(OC)c2,deterministic-enumeration,COc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014217,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(F)c2,deterministic-enumeration,CC(O)c1cc(F)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014218,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(Cl)c2,deterministic-enumeration,CC(O)c1cc(Cl)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014219,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(Br)c2,deterministic-enumeration,CC(O)c1cc(Br)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014220,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(F)(F)F)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(F)(F)F)c1,false,duplicate_canonical
enum-014221,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C#N)c2,deterministic-enumeration,CC(O)c1cc(C#N)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014222,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(=O)C)c2,deterministic-enumeration,CC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014223,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(=O)OC)c2,deterministic-enumeration,COC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014224,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccccc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccccc2)c1,false,duplicate_canonical
enum-014225,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccc(F)cc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccc(F)cc2)c1,false,duplicate_canonical
enum-014226,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccc(Cl)cc2)c1,false,duplicate_canonical
enum-014227,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccccc1C)c2,deterministic-enumeration,Cc1ccccc1-c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014228,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C1CCCCC1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C2CCCCC2)c1,false,duplicate_canonical
enum-014229,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C1CC1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C2CC2)c1,false,duplicate_canonical
enum-014230,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C=C)c2,deterministic-enumeration,C=Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014231,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C#C)c2,deterministic-enumeration,C#Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014232,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CF)c2,deterministic-enumeration,CC(O)c1cc(CF)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014233,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CCl)c2,deterministic-enumeration,CC(O)c1cc(CCl)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014234,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CBr)c2,deterministic-enumeration,CC(O)c1cc(CBr)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014235,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(COC)c2,deterministic-enumeration,COCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014236,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(CCO)c2,deterministic-enumeration,CC(O)c1cc(CCO)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014237,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)C)c2,deterministic-enumeration,CC(C)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,false,duplicate_canonical
enum-014238,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)(C)C)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)(C)C)c1,false,duplicate_canonical
enum-014239,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C1CCCC1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C2CCCC2)c1,false,duplicate_canonical
enum-014240,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccncc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccncc2)c1,false,duplicate_canonical
enum-014241,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccoc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccoc2)c1,false,duplicate_canonical
enum-014242,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(c1ccsc1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,false,duplicate_canonical
enum-014243,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(=O)N)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(N)=O)c1,false,duplicate_canonical
enum-014244,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)O)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)O)c1,true,
enum-014245,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)F)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,true,
enum-014246,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)Cl)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,
enum-014247,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)Br)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,
enum-014248,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C(C)C#N)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,
enum-014249,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)O)cc(C1CCOCC1)c2,deterministic-enumeration,CC(O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,
enum-014250,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014251,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(CC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014252,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014253,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(CO)c2,deterministic-enumeration,CC(F)c1cc(CO)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014254,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(OC)c2,deterministic-enumeration,COc1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014255,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(F)c2,deterministic-enumeration,CC(F)c1cc(F)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014256,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(Cl)c2,deterministic-enumeration,CC(F)c1cc(Cl)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014257,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(Br)c2,deterministic-enumeration,CC(F)c1cc(Br)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014258,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(C(F)(F)F)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(F)(F)F)c1,false,duplicate_canonical
enum-014259,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(C#N)c2,deterministic-enumeration,CC(F)c1cc(C#N)cc(CCc2ccc(C#N)cc2N=[N+]=[N-])c1,false,duplicate_canonical
enum-014260,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(C(=O)C)c2,deterministic-enumeration,CC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014261,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(C(=O)OC)c2,deterministic-enumeration,COC(=O)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
enum-014262,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(c1ccccc1)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccccc2)c1,false,duplicate_canonical
enum-014263,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(c1ccc(F)cc1)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccc(F)cc2)c1,false,duplicate_canonical
enum-014264,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(-c2ccc(Cl)cc2)c1,false,duplicate_canonical
enum-014265,[N-]=[N+]=Nc1cc(C#N)ccc1CCc2cc(C(C)F)cc(c1ccccc1C)c2,deterministic-enumeration,Cc1ccccc1-c1cc(CCc2ccc(C#N)cc2N=[N+]=[N-])cc(C(C)F)c1,false,duplicate_canonical
